cisGene.Symbol,transGene.Symbol
PGBD4P7,HOXC5
TOMM7,
SERF1A,CDH12P2
XXbac-BPG254F23.6,PABPC1
BDH2,BDH2P1
XXyac-YX65C7_A.2,RP5-943J3.1
FAM149B1,RP11-750H9.5
ARL8B,CBLN4
CTNNAL1,RP13-270P17.1
MYO10,CCM2
SNRPGP10,AL162497.1
PI4KA,RP11-411K7.1
AC007566.10,SMARCAD1
HERC2P9,CTA-390C10.10
B3GNT1;B4GAT1,FAM178B
RP11-73M18.8,TMEM69
FANCA,RPL34
RP11-15J10.1,HBG1
RP11-212P7.2,RP11-261C10.7
RP11-369K16.1,RP3-470B24.5
RP4-717I23.3,RP11-73O6.3
GOLGA6L3,GOLGA6L10
TOP3B,RP11-351J23.1
PCCB,BOK-AS1
SIGLEC14,PSAP
IKBIP,ANKRD13A
INCENP,SAMM50
AC079922.3,
RPLP0,
RP11-335G20.7,SEPT7P7
RP11-212P7.2,CICP26
ATN1,AGK
TFPT,CCDC51
PHLPP1,GNG12
AZGP1P1,RP11-496I9.1
TRIM23,S100PBP
CTD-2336O2.1,CRTAP
LRRC36,PFDN5
KRT19,RP11-492E3.2
ERAP1,PABPC1L
DPP10,KCMF1
POLR1B,RBMS1
RP1-232P20.1,TNFRSF1B
SECTM1,PMFBP1
SKA2,PTPRS
USP39,POP1
LINC00989,DGKH
CTD-2012J19.3,FZD4
ZNF107,AP3M1
SPINK5,ALDH3B2
PDGFRL,PHACTR3
UBXN2B,TMEM129
KLHL24,UBQLN4P1
UBAP1,DCAF5
AC007566.10,EPHB2
PRRT1,PABPC1
RP11-958N24.2,RP11-304L19.2
TPM3P9,RP11-334A14.8
RP11-977G19.11,STC2
TMC5,AC068610.3;LINC01393
TAS2R64P,TPCN2
ARHGEF19,LCN2
ARHGEF19-AS1,LCN2
APIP,RP11-196I18.3
CCDC40,RP13-820C6.2
RP11-747H7.3,GDF6
PITRM1-AS1,ENTHD2
RP11-539L10.3,AP000704.5
COL21A1,FSD1
PEX7,MRPL37
CRIPT,SPEN
RP11-17E13.2,UXS1
TCEANC2,ATP2C2
ZNF329,SYT7
IGHV1-18,IGLV2-18
SLC2A14,GPR156
WDR6,HIGD1AP11
HMG20A,SUMO4
CTD-2540F13.2,TAF5
RP11-797A18.4,MIR922
GTF2H2B,GTF2H2C
MRPL41,AC009095.4
PCGF3,SMIM14
RP11-440L14.1,SMIM14
ARFGEF2,TMEM106A
LCMT1,ZMYND19
CICP14,CICP22
NPM1P26,ZFR
RP11-1212A22.4,ZNF608
BRD9,E4F1
ATRAID,EIF1B
IMPA1,CNN2P9
GINM1,PIGO
AP001626.2,ATG101;C12orf44
FAM189B,AC010984.3;KLF2P2
ACP6,ARFGEF3;KIAA1244
AL132989.1,AGK
AASDH,
TVP23B,RP11-67L3.5
AC103965.1;GOLGA2P7,RP13-996F3.3
C14orf144,ZBTB37
PNLDC1,TRMT11
HEATR3,ACOT9
ADRA2C,RP11-670E13.5
CINP,
HHLA3,CXorf40B
GPR63,COL24A1
CAPS2,PRODH
CCDC137,KCTD21-AS1
RNF166,UCA1
ACOT13,ZFX
SLC2A11,OR10A6
FAM21C,LRRC49
OR7E14P,KLHDC8B
RP13-977J11.2,RP11-439E19.9
NDUFA6-AS1,
YWHAZ,YWHAZP3
LYNX1,CELSR3
SOAT2,UBE2W
CARF,HOXA3
SMN2,NAIP
RP11-1319K7.1,NAIP
MRGBP,TGIF1
MVB12B,PDE8B
ASAH2,TXNL4B
ST20,RP11-475O23.2
LINC00852,RP11-860B13.1
RP11-264M12.2,ZNF443
NUDT7,ZNF443
AC093627.8,RP11-885N19.6
SRP72,E2F1
FLG-AS1,FAM157B
RP11-589F5.4,RP11-1319K7.1
KRTAP5-9,RP11-540B6.6
USP40,HECA
AC018638.1,LINC00999
RP11-274B21.1,LINC00999
RP11-274B21.2,LINC00999
RP11-274B21.4,LINC00999
RAB30-AS1,RP11-69H7.3
ACP6,ZCWPW2
PPIE,ERGIC1
MCCD1P1,
KIAA0247;SUSD6,PPAT
OPN4,PRB3
TMEM245,CHP2
PTENP1,PHLDA3
PEX1,EPHB2
MPPE1,RP11-649A18.7
CAP2P1,ERH
SLC41A3,RP11-33B1.1
NDUFA3,FAM156B
TMTC4,RP11-572P18.1
NINL,
RP11-498D10.5,AC092171.2
TOMM7,NME2P1
TAS2R15;TAS2R15P,KDM4C
AC074117.10,ANXA2P2
ZNF132,FAM234A;ITFG3
RP11-122G18.5,SLC20A1
LINC00476,TM4SF20
RCCD1,KIAA1191
AC005306.3,RP11-347C12.2;SMG1P5
RAB35,LY6E
SP140L,PF4
NODAL,SPCS2
RPL8,ZBTB48
EPB41L4A,RPL13A
KANSL1,RP11-345P4.6
RP11-499P20.2,WDR13
AC007566.10,CAPN3
GPX7,WDR19
PPP4R1-AS1;RP11-692N5.1,RP4-710M16.2
QDPR,HYAL3
KRTAP5-9,YY1AP1
TYK2,XPC
CARF,GJA4
MOGS,CD300LG
CCDC53,RP11-669E14.4
DPH1,USMG5
PLBD1-AS1;RP11-695J4.2,SHB
SNX13,RP1-167F1.2
AC007566.10,CDR1
PIGB,CARS-AS1
PDXDC2P,FAM35BP
SYT7,GBE1
IMPDH1,CICP13
RPLP0,RPLP0P6
UGGT2,
LZTR1,BZW1P2
CENPQ,COQ3
IL17RA,
TMX1,MRPS12
THA1P,CLASP1
IFITM3,BCL3
AC091814.2,OR2B7P
CTD-2008A1.1,NDUFAF6
KIAA1468,MRM1
MADD,MIR5004
OXLD1,FTSJ2
CCDC88C,AHI1
CRIPAK,RNF115
RP11-1017G21.5,AC090939.1
TMEM185B,AC093323.3
TAS2R10,SHCBP1
RP11-473M20.14;ZNF213-AS1,
TCEANC2,TMEM45B
RP11-196H14.3,FCER2
TRIM37,ALDH18A1
GMFB,CDC42
CTD-2203K17.1,GC
C6orf57;SDHAF4,SAMD8
RP11-90P13.1,MAPT-AS1
SCFD1,AP000442.4
CDRT15P1,HOXD9
RP11-88L24.4,RP11-216N14.7
GALNT18,STAG1
RPSA,RPSAP19
RPS28,AC018738.2
RPL13,RPL13P12
RBMS2,RBMS2P1
MTRF1L,RP11-756P10.3
BAK1,BAK1P1
RALGAPA1,RALGAPA1P
DHFR,DHFRP1
MXRA7,
FAM21A,
ZNF322,ZNF322P1
RPS2,RPS2P46
RPSA,RPSAP15
AC005363.9,RP11-364L4.1
C16orf46,GCSHP5
RP11-303E16.8,GCSHP5
GCSH,GCSHP5
RPS26,RPS26P8
RP11-259G18.3,LRRC37A17P
RPS2,RPS2P5
LRRC37A4P,LRRC37A17P
PYROXD1,RP11-819M15.1
RPL12,RPL12P16
GTF2H2B,RP11-98J23.2
FAM106A,USP32P1
CTD-2303H24.2,USP32P1
C4A,RNF5P1
GOLGA6L9,GOLGA6L4
GTF2H2B,GUSBP3
RP11-195E2.4,GUSBP3
TTC3-AS1,TTC3P1
AGAP8,AGAP4
ZNF181,MBD6
TTC3,TTC3P1
RPL12,RPL12P4
RP11-856M7.6,FRMD4A
HLA-H,RASA4
OR13A1,BIRC3
YWHAZ,YWHAZP3
CACNB3,MAFA
ALDH7A1,ALDH7A1P1
YME1L1,HNRNPUP1
AC093838.4,AC018804.6
RP11-1101H11.1,FAM153B
RPH3AL,FEZ2
LRRC58,C14orf183;LINC01599
AGAP7,CTGLF11P
PYM1;WIBG,TSPYL5
LRRC37A17P,RBMX
CUEDC2,HMGB1P5
RP11-195E2.1,GUSBP3
RP11-382J24.2,PPM1A
RP11-713C5.1,NETO1
RP11-958N24.2,PKD1P5
H6PD,CLEC9A
MPHOSPH8,PRSS27
EMB,ACTL6A
MED21,LGR4
RPS26,RPS26P6
GLDC,GLDCP1
NUP35,MTUS1
CTA-126B4.7,RP11-1081L13.4
GNA11,DQX1
MRPL42,CTD-3065B20.2
RPS3A,RPS3AP6
CTD-2033A16.3,NFS1
IL12A,AC091171.1
NDUFAF1,OSBPL11
RP11-493E12.2,TUBB2A
TBXA2R,PDLIM2
UGT2B17,IDI2-AS1
UGT2B15,IDI2-AS1
HCG4P11,SNORA71B
ABL2,DERL3
GTF2H2,GUSBP3
GPATCH2L,ARHGEF25
RP11-49K24.8,TMEM127
TLR6,RP11-473I1.10
CCL4L2,
PRR12,SNRPA
FAM64A,TUSC3
BPHL,ZNF638
PHF23,FUK
UGT2B17,IDI1
UGT2B15,IDI1
RPS3A,
COX5BP7,HNRNPA3P11
RNF4,TMEM248
ZNF330,TRANK1
GLDCP1,NEFH
FBXO41,EGR2
METAP1D,RP11-84A14.5
FAM26F,ZNF316
WARS2,GNAT2
C6orf62,KYNU
RAB2A,CDC42P6
RPS26,RPS26P15
ARHGAP27,LRRC37A17P
MAPK3,RFC2
TSTD1,DIAPH1
RP11-538I12.2,C2orf78
RHD,COX8C
NPIPB6,ENPP7P2
GPATCH2L,AC025165.8
ZNF302,HECA
RP11-94L15.2,RPN1
CALML6,ENTPD7
EAF2,NLRP7
KRT18P59,LINC00880
TBC1D2B,CISH
RP11-195E2.1,
THAP5,RP5-994D16.3
DHX38,SULT1C2
MAP9,CTU2
HNRNPA1P49,CTD-3037G24.3
GFOD2,TFF1
RP11-231C14.3;SMG1P6,CTB-134H23.2
DZIP3,NUGGC
TBXA2R,COG8
MAN2B1,DDB2
FARSA,DHRS4L1;RP11-468E2.9
RPP40,CYP1B1-AS1
RP11-212P7.3,ZWILCH
TPGS2,AC007246.3
RP11-856M7.6,PAX5
LDHC,LDHAP4
KIAA0556,
RP11-958N24.2,
NUDT13,GLYCTK-AS1
AC072062.1,CRYBA4
NDUFA12,POGLUT1
NLRC4,ZMPSTE24
FLVCR1-AS1,DUSP4
PFN4,IDUA
RP11-343B5.1,FAM46B
CCL3L3,ZNF438
TMEM259,KRT7
AL133458.1,ALDH4A1
RP11-261C10.7,RN7SL738P
AMIGO1,NDUFAF6
LILRB1,UNK
HEATR3,RP11-90B9.2
RP11-670E13.2,AC007246.3
COQ6,AC092171.4
AL022393.7,RPL18AP7
TMEM230,NOSIP
RP11-856M7.6,PLEKHO2
RP11-274B21.1,LINC01347
HLA-DPB1,ZFY-AS1
DYRK1B,IFRD1
CAPZA1,TPI1P1
AP001625.6,TP53INP1
SLFN5,RASA4DP
RP11-274B21.2,LINC01347
RP11-274B21.4,LINC01347
TSPAN3,FBXL18
LINC01569;RP11-95P2.1,AGPAT2
SFXN1,RNF103
MYL12B,IGF1
RP11-503G7.2,MCM5
TMEM259,RP3-416H24.1
CYP2AB1P,AC104532.4
FAM20B,RP11-148O21.4
AC018464.3,GAS5
CSNK2A2,
DCXR,FAN1
PSPC1,SLC25A4
FXYD5,POLA2
PMS2P4,AC004980.9
LGALS9C,LRFN4
ATP6AP1L,CTD-2547E10.3
RP11-441O15.3,RP1-118J21.25
LINC01006,FLNB
CREM,AP5B1
RP11-685N10.1,ABHD17B
BNIPL,ZNHIT1
Z95704.5,LA16c-390E6.5
DNAJB4,KCNA3
ASB13,
RSU1,ZDHHC8
PTDSS2,NANOGNBP3
ACAD9,PADI4
SLC44A5,CTA-972D3.2
CCND1,AL118506.1
LCA5L,PITPNC1
RP4-614O4.12,LACTB
KRT8P12,RP11-296O14.3
LAMP1,RHPN2
AC137932.6,COX8A
ZFP57,RP4-635E18.8
C19orf24,PAK2
IGSF22,YWHAB
FAM153A,FAM153B
C1orf115,UBQLN1
02-Mar,UBQLN1
MRPL18,LAMA3
SLFN5,RPLP0P2
SLC35F2,
AC002398.13,RP1-257I20.14
RABAC1,HPS4
KIAA1432;RIC1,
TTC9C,RCHY1
YWHAZP3,ENSAP2
SUN2,CXCL9
RPS3A,RPS3AP5
RPSA,RPSAP19
LDHA,LDHAP4
RPS26,
RPS28,AC018738.2
RP11-259G18.3,CRHR1-IT1
FAM21A,
RPS2,RPS2P5
RP11-259G18.3,CRHR1
MAPT,LRRC37A4P
RPS2,RPS2P46
RPL13,RPL13P12
RPS28,RPS28P7
RPSA,RPSAP15
PRELID1,AC016734.2
RALGAPA1,RALGAPA1P
CCDC74A,AC018804.6
AC005363.9,RP11-364L4.1
MTRF1L,RP11-756P10.3
PDCD6IP,PDCD6IPP2;RP11-578F21.12
BAK1,BAK1P1
RP11-259G18.3,DND1P1
EIF3F,
PYROXD1,RP11-819M15.1
AC092651.1,PLGLA
RP11-274B21.1,CICP13
AC018638.1,CICP13
RP11-274B21.3,CICP13
HMGB1,HMGB1P5
ZNF322,ZNF322P1
EIF3F,EIF3FP3
AGER,RNF5P1
RP11-274B21.4,CICP13
RP11-274B21.2,CICP13
DHFR,DHFRP1
CCDC144B,USP32P1
AC107982.4,USP32P1
NOMO3,PKD1P5
AC138969.4,PKD1P5
PKD1P1,PKD1P5
RP11-798G7.8,
MZT2A,AC018804.6
FAM103A1,FAM103A2P
FAM72B,NBPF14
H3F3A,H3F3AP4
SUPT5H,RP11-169K16.8
H3F3A,RP11-402J6.3
RP11-274B21.1,CICP5
LINC00623,NBPF13P
RP4-791M13.3,NBPF13P
RP1-101K10.6,RP11-756P10.3
RP11-274B21.3,CICP5
RP11-274B21.1,CICP26
RP11-274B21.3,CICP26
AC018638.1,RP11-261C10.7
AC125232.1,PLGLA
RP11-148O21.3,ERI1
RP11-148O21.3,FAM86B3P
RP11-274B21.4,CICP26
RP11-274B21.3,RP11-261C10.7
RP11-274B21.1,LINC01347
AC018638.1,LINC01347
OCLN,RP11-195E2.1
POM121L9P,KB-1592A4.15
RPS26,RPS26P15
BCRP1,KB-1592A4.15
RP11-274B21.4,LINC01347
RP11-632K20.7,CTD-3092A11.2
RP11-274B21.2,CICP26
RP11-274B21.2,LINC01347
RP11-274B21.3,LINC01347
FAM85A,ALG1L13P
RP11-274B21.1,
RP11-274B21.4,RP11-261C10.7
RP11-274B21.2,RP11-261C10.7
ENPP7P12,ALG1L13P
RP11-98J23.2,RP11-195E2.1
RP11-274B21.3,
OCLN,RP11-195E2.4
RP11-958N24.2,
RP11-148O21.6,FAM86B3P
GATA3,MSTN
NOMO3,
AC138969.4,
CDH12P2,RP11-195E2.1
RP11-274B21.4,CICP5
RTP4,DTX3L
RP11-274B21.2,CICP5
ENPP7P12,FAM86B3P
RTP4,XAF1
CTD-3157E16.1,MEIS3P2
LDHA,LDHAP7
RPS26,RPS26P3
RP11-274B21.4,
AC093627.8,RP11-885N19.6
RP11-958N24.2,PKD1P5
RP11-195E2.1,OCLN
RP11-195E2.4,OCLN
RP11-3B7.1,GPX1P1
CCDC36,GPX1P1
RP11-98J23.2,RP11-195E2.4
RP11-274B21.2,
RP11-148O21.3,ALG1L13P
SHMT1,USP32P1
CICP14,CICP13
RTP4,PARP9
RP11-148O21.6,ERI1
GPX1,GPX1P1
AGAP9,AGAP10;AGAP9
RP11-212P7.2,CICP26
GTF2H2,RP11-195E2.1
RP11-958N24.2,NPIPA8
RP11-12A20.7,ANKRD20A7P
THOC3,RP11-423H2.1
NSFP1,
NICN1,GPX1P1
NUP50,RP3-425P12.4
AMT,GPX1P1
SNORA62,RPSAP15
RPS23,RPS23P8
AGAP9,RP11-144G6.12
RP11-632K20.7,RP11-932O9.9
NOMO3,NPIPA8
AC138969.4,NPIPA8
PKD1P1,NPIPA8
PDXDC2P,NPIPB15
AGAP10P;CTGLF10P,AGAP7
UPF3A,UPF3AP1
RPL12,RPL12P4
CCT6P1,RP11-458F8.4
AC093627.7,RP11-885N19.6
EIF4B,
RPL12,RPL12P16
RTP4,IFIH1
RP11-148O21.6,ALG1L13P
YWHAZ,YWHAZP3
AC103965.1;GOLGA2P7,RP13-996F3.3
RTP4,MYD88
CCDC74A,CCDC74B
RPS18,
RP11-497H16.8,OCLN
GTF2H2B,OCLN
AGAP4,AGAP7
POM121C,POM121B
RTP4,HERC6
AGAP7,CTGLF11P
BNIP3,BNIP3P1
BMPR1A,BMPR1APS2
BMS1P20,BMS1P16
CETP,B2M
NLRC5,B2M
RP11-592B15.3,AGAP4
AGAP8,AGAP4
NOMO3,RP11-304L19.2
RP11-1000B6.3,CTD-3092A11.2
CTGLF12P,RP11-38L15.8
GLI3,PDF
CENPBD1P1;RPL23AP79,AP006222.1;RPL23AP21
CEP170,CEP170P1
KANSL1,RP11-798G7.8
BACE1,MTIF3
SALL1,TRPC6
RPS10,
NSA2,
AC016629.3,AP006222.1;RPL23AP21
MEIS3P1,MEIS3P2
RPS26,
GOLGA6L3,GOLGA6L10
GOLGA6L4,GOLGA6L10
AF131215.2,ALG1L13P
AC005363.9,RPS2P5
RP11-457M11.2,RP11-498P14.3
RP11-632K20.2,RP11-932O9.9
DYNC1I2,DYNC1I2P1
SRGAP2C,RP11-640M9.2
FAM167A,ERI1
ZNF320,RP11-269G24.6
LRPPRC,MT-ND1
CDC16,UPF3AP1
CTD-3092A11.2,RP11-632K20.7
NOP2,AL645728.1
RP11-148O21.2,ERI1
RP11-932O9.9,RP11-632K20.7
POLR2E,ST3GAL1
RP11-38L15.3,CTGLF12P
DPH6,OGFOD3
FAM86B3P,ENPP7P12
HNRNPUL2,SRPK2
RP11-650L12.2,PRKRIR
PARP14,IFITM1
RTP4,EPSTI1
ZNF598,RPS2P5
CBX6,CCNK
AC016722.4,POM121L7
RP5-1159O4.2,AC010900.2
ARHGDIA,P2RX7
KANSL1,
RPS26,RPS26P11
AGAP6,
CKAP2,SLC35A4
ATG10,RPS23P8
RPS26,RPS26P8
AC087269.1,ZNF580
DAZAP1,RP11-144G7.2
TLCD2,RP11-150O12.6
RP11-497H16.8,GUSBP3
GTF2H2B,GUSBP3
HIST2H2BA,NBPF13P
CBWD2,CBWD1
RPL29P11,RP11-490G8.1
TRIO,EPS8
PSRC1,FMN2
RP11-261C10.5,CEP170P1
SDCCAG8,CEP170P1
RPL23P8,RPS17
CHRNA5,LINC00266-1
LRRC40,MCM6
TSPYL5,ATP5HP4
RP11-258F1.1,USP32P1
AC093838.4,AC018804.6
TAS2R6;TAS2R6P,GRAMD1A
TP53TG1,LACTB2
CICP14,CICP22
CKS1B,PSMD2
LDHB,TPI1P1
AC093838.4,CCDC74B
EIF3L,NBN
FGFR4,DGKA
BMP8B,DDAH2
RBM8A,RBM8B
RP11-315I20.1,RBM8B
PPP3CB-AS1;RP11-137L10.6,NMRAL1
TMA16,RP11-6N17.9
AC008753.6,CHMP6
RP11-152H18.3,HR
CTA-390C10.10,SDF4
NAT10,MORF4L1P1
METTL2A,CFAP70;TTC18
LAMC1,XPO4
UCHL3,LSM6
MICB,
PLCXD3,LINC01004
MFI2,DPP8
TAS2R15;TAS2R15P,ABLIM2
DYNC2H1,ANXA4
ZNF467,RP11-141O15.1
BMP1,CDKN2D
LEMD2,CISD2
MIR155HG,PDZRN3
DDX39B,C14orf80
ABT1,GCSH
CLDN23,ZNF580
ZBTB44,KIF11
NUP153,RP11-341G5.2
CHCHD2,SIRPA
ASAH1,
AXL,NSMCE1
WASH1;XXyac-YRM2039.2,MSL2
REPS1,TM6SF2
APBB3,MCCC1
EIF4B,EIF4BP3
GOLGA8H,SLC25A42
RPL18A,RPL18AP3
GSTT2,MYO3B
SEC61A1,SEMA6A
AGPAT5,C6ORF50
FUK,IRF7
COG4,PROSER1
KIAA0247;SUSD6,ATP9B
RASD2,AC009336.24;HAGLROS
C4orf29,ZNF654
TMCO4,GNL3
C14orf64;LINC01550,BCL11B
AC069213.1;MUC20P1,CELA2B
GDPD3,SLFN11
ZNF321P;ZNF816-ZNF321P,LYSMD1
ASIC1,RAVER2
UNC45A,
DNAJC15,EDC4
AK4,STC1
VRK3,IFIH1
RP11-493E12.2,KLHL7
RP11-108M9.5,SNRPE
STAG3L1,STAG3L3
GTF2F1,MRPS35
RP11-514P8.8,TRIM62
RP11-983P16.4,EIF4BP3
GLYATL2,ERGIC1
GLYATL1,ERGIC1
RTP4,SLC15A3
FIGN,PTPRO
C21orf33,KLRAP1
C4orf29,TMEM154
KIAA1033,RP11-120M18.2
AMH,RP11-248J18.2
SOCS6,TOX
RTP4,IFI6
RP11-180N14.1,ZNF385D
RP11-720L2.3,MIEF2
PHF13,KLF10
C3orf58,NEK3
ZNF75A,ZNF439
INTS10,UBAC2
KLC2,C11orf42
RP11-73M18.8,DCLRE1C
URB1,ADI1
FAM53B,CCDC183;KIAA1984
NPY2R,API5
PHC1,NFYC-AS1;RP4-739H11.4
CDK11B,FHDC1
RP11-115D19.1,C2orf27A
TAB1,RP11-1055B8.7
EIF5A2,C10orf131
RTCA,ZRANB3
AC019117.2,RP11-566K11.5
C3orf62,SMG6
C1orf63;RSRP1,TUBGCP3
CD248,NME5
PIP5K1A,RBM44
ZNF100,FHAD1
PILRA,PAQR6
TOP3A,ZNF557
ZMYM4,RPS6
NTNG1,OMD
RNPC3,KLHL32
A3GALT2,RNF130
TOP3BP1,CDS1
RALGPS2,SEC11C
RP11-180C16.1,MYO6
RP13-977J11.5,HSPD1P10
SYNPO2,NRP2
GCNT7,ZNF117
MKLN1-AS;MKLN1-AS2,LIPE
HACE1,MRPL30
SPAG1,PDE1A
MIR181A2HG,RPS6KA2-IT1
SWI5,ATP5G3
SLC16A7,C5orf24
RP11-148O21.2,ALG1L13P
FGFR4,LINC01165;RP11-432J24.6
NSMAF,PLEKHB2
RUNX1,UNC119B
SULT1B1,FREM1
RP11-556N21.1,MT-TS1
RP11-206L10.10,LINC01001
RP11-98J23.2,GTF2H2
LINC01340;RP11-1E3.1,MAPK8IP3
RP11-218M22.1,SBF1
RP11-1069G10.1,
TMEM141,RGL4
PRELID1,
ZMYND15,
CICP14,LINC01347
C1orf56,MIIP
GBP3,SMIM6
RP11-188P17.2,RP11-64K12.8
RP11-326I11.4,RP11-497H16.5
MAP3K7CL,TYW1
KIAA1432;RIC1,ALG14
RP11-206L10.2,LINC01001
COQ6,ZNF518A
Z98049.1,NFX1
ZNF558,WNK3
TSKU,SDF4
EIF3B,ADRBK2
FNDC3A,RAF1
PRELID3B;SLMO2,ITGB3
TMEM59,MRPL35
RTP4,PHF11
RAB20,HHLA3
IRS2,NUP107
TENM4,
SOCS6,RP11-25K19.1
NDUFA11,SPDL1
TRIO,SSFA2
UFM1,POLR2K
RP11-276H19.2,SLC39A7
CPEB1,TSNARE1
RP11-932O9.9,RP11-1000B6.3
NINJ1,SLC37A4
RP4-607J23.2,TAF3
DEGS1,VAV3
TRABD,SUMO3
AL162497.1,COL18A1
LINC00843,CDC42BPG
KCTD20,ZNF431
BLK,ERI1
RPUSD1,CBX6
AKR7A2,CD302
KIAA1279;KIF1BP,ACYP2
KCNAB2,CTA-390C10.10
TRPV4,A4GNT
FKBP7,GAK
ITGB2-AS1,CENPC
CTC-297N7.8,GALNS
APOPT1,TP73-AS1
SLFN5,IARS
ZNF786,CPNE8
RP11-296I10.6;SMG1P7,SNORD12B
DCAF4L1,ZNF721
IFIT5,DSN1
SPPL2A,RP11-504P24.3
H3F3AP4,FAM120AOS
GTF2IP23;RP11-458F8.2,CDCA4P1;RP11-408A13.1
RP11-316O14.1,SLC43A3
TSHZ2,RP4-678D15.1
CYCSP24;RP11-490F3.1,MTIF3
RP11-1042B17.5;SALRNA1,
PF4V1,RP11-104N10.1
ZNF117,RBMX2
GOLGA8R,RP11-632K20.2
RP11-592B15.4,ZFAND4
EIF5A,TXLNG
RP11-58K22.5,HDHD2
CRYBB2P1,CCDC28A
OR7E38P,OR7E66P
APPL2,HDHD2
RP11-254F19.2,PLAC8
KANSL1,CRHR1-IT1
NEDD1,VRK1
CPT1A,GUSBP3
ZNF215,TTC28
KLF17P2,FANCL
KLRG1,ICT1
ACADM,
ATM,BRWD3
OAF,ROMO1
RP11-497H16.8,RP11-98J23.2
GTF2H2B,RP11-98J23.2
HERC6,TBC1D2
AP2S1,CREM
CFAP57;WDR65,HAUS3
AC004967.7,OR7E66P
RNF144B,C2CD4D
VASH1,EGFR
PCDHGB6,SAP18
RP11-156L14.1,GDA
RP11-38L15.3,BMS1P7
RP11-252A24.2,RP11-296I10.3
PPWD1,HARS2
SLC30A1,ANKRD37
NSL1,
CTC-297N7.10,RP11-493P1.2
LARP4,COL5A1
USP30,CDH12P2
RP11-973H7.1,SH3PXD2A
ZNF771,SBDS
LINC00680,FBXW7
NADSYN1,SYCE1
LASP1,SHCBP1
KIAA1033,RNF38
CLTCL1,RP11-266J6.2
CDRT15,TUBGCP2
ACSS1,OSBPL11
IL26,RAPGEFL1
MYPN,CLEC1A
RP11-92C4.6,XXbac-B562F10.11
CHST1,HSD17B14
RP11-276E15.4,RP11-368I7.4
AKR1C2,PRPF19
RBM18,TRMT12
SCO2,RSPO4
PNPO,CPNE5
GLRB,RSL1D1
RP11-261C10.5,KCTD9P2
MPST,SLAMF8
DEGS1,SETDB1
WBSCR22,ZNF274
L34079.4,LRRC69
NEDD9,GUSBP4
DCAF4,BRSK1
HADHB,MINK1
SLC35A5,BTN2A1
HSPA1B,CPO
RP11-1012A1.7,RP11-490G8.1
TPP1,HSD3B2
WEE2-AS1,GRAMD1A
C8orf33,NRBF2
MICD,STK19B;STK19P
RP11-932O9.7,RP11-632K20.7
GSDMD,RP11-720L2.4
PRSS30P,GLRB
ARL17B,
RTN4IP1,PTK7
WNT5B,RP11-314O13.1
RP11-276H19.1,SLC25A41
IRS1,BRD1
AC010761.9,HCFC1R1
RP5-1112D6.7,DNAJC17
FAM66D,B4GALT4
NUDT8,DPT
ARHGEF10,MTG2
LINC00909,RP11-1407O15.2
OPA3,C17orf85;NCBP3
PTGES,ECM2
NEK1,SHMT2
AAK1,RP11-486F17.1
CELA3A,CELA2A
ZFP90,RHOQP3
BCAT1,ZC3H7B
CPQ,RP11-283G6.5
SLC25A32,ZNF800
ORAI2,KIF13B
CRABP2,SOWAHB
AC091962.3,HEG1
RAB7A,SLC27A5
RNF38,FAM98C
MYLK4,APOBEC3B
RFX5,EIF4G3
RP11-792A8.3,RRN3P1
FOXC2-AS1;RP11-463O9.5,LZTS3
YARS2,TIMM8B
AC005330.2,CFLAR
MIR4435-1HG;MIR4435-2HG,ZNF830
MDM1,RBMS1P1
RBP4,RP4-730K3.3
NBPF1,SLC1A4
XXbac-BPG252P9.10,CHPF2
AC073657.1,CTD-2037K23.2;SCAMP1-AS1
RPL5P23,AF131216.6
10-Mar,IRF2BPL
FBXO9,BORCS8;MEF2BNB
RP11-47I22.2,EMG1
SEPT7P2,SLC16A4
FAM72B,F10
LINC00877,TAGLN
TEX261,IL15RA
RP3-465N24.5,
TFAM,NCBP2
CTD-2609K8.3,HEG1
AC093627.10,KLHL9
RP11-613M10.6,RP1-125I3.2
EPHA2,CEP295;KIAA1731
CNTNAP1,PFDN6
CTD-3193K9.3,PFDN6
AC010492.2,ATP6V1C1
CLASRP,RP11-800A3.7
DUSP19,
PLXND1,MRPS7
ERRFI1,CD276
RP11-824M15.3,COA7;SELRC1
RTP4,MX2
BAMBI,SYT14
ANXA13,TXN2
FBXO32,TXN2
UST,TCTN1
FAM149B1,AC017060.1
RP11-1055B8.4,PCDH10
ABCF2,GTF2H2C
MMS22L,SMARCB1
RP11-252E2.1,CCDC85C
B3GALT1,BLOC1S5
SLC12A7,
DXO,PSMD11
TIMM23,LINC00152
CCT6B,MRPL38
PDSS2,POC1B
SLC24A1,ASCC1
ITFG1,ABCB7
MFSD1,RBM33
NCALD,DLGAP4-AS1;RP5-977B1.7
SMARCD3,DUX4L50
EP400NL,HSPD1P10
NDUFB6,FBXO18
RP1-152L7.5,RP11-265N6.1
RP11-493E3.1,HMGB1P5
NRXN2,RP11-266L9.6
RP11-91J19.4,CHRNB1
BLMH,RP11-231C14.4
CD82,AEBP1
ZDHHC20-IT1,RP11-109D20.2
POFUT1,SCARA3
OSBPL9,ABLIM2
TMEM50A,
SLC30A9,TCHP
AC004980.10,HMMR-AS1;RP11-80G7.1
RP11-72M17.1,MTND1P23
C21orf33,RAC3
OSR1,PLEKHA2
